"Eintrag";"Quelle";"Seite";"Amt";"Hofherr";"Laufnr";"Name";"Dienstbeginn";"Abraitung";"Erstaufnahme";"Quellenkommentar";"Bearbeiterkommentar";"Anmerkung";"Sort";"F41"
"2811";"SR 184.77";"5v";"Fs";"MS";"4";"Adam Carreto";;;"mh";;;"Sterbevermerk";;"17169"
"2812";"SR 184.77";"5v";"Fs";"MS";"5";"Carl Saruba";;;"mh";;;;"1608";"11854"
"2813";"SR 184.77";"5v";"Fs";"MS";"6";"Marco Weyda";;;"mh";;;;;NULL
"2814";"SR 184.77";"5v";"Pt";"MS";"1";"Wolff Jacob Freyherr von Herberstain";;;"mh";;;;;"10667"
"2815";"SR 184.77";"5v";"Pt";"MS";"2";"Christoff de Colloreto";;;"mh";;;"Sterbevermerk";;"12762"
"2816";"SR 184.77";"5v";"Pt";"MS";"3";"Hans Bernhart von Hoffkirchen";;;"mh";;;;;"12656"
"2817";"SR 184.77";"5v";"Pt";"MS";"4";"Hainrich Hornadizkhi";;;"mh";;;;;NULL
"2818";"SR 184.77";"5v";"Pt";"MS";"5";"Adam Thobias Hrzan";;;"mh";;;;;"17180"
"2819";"SR 184.77";"5v";"Pt";"MS";"6";"Wenzel Bukhowanßkhy";;;"mh";;;;;"14688"
"2820";"SR 184.77";"5v";"Pt";"MS";"7";"Georg Graf von Serin";;;"mh";;;;;"10301"
"2821";"SR 184.77";"5v";"Pt";"MS";"8";"Sigmund Leopoldt von Hornberg";;;"mh";;;;"2";"17078"
"2822";"SR 184.77";"5v";"Pt";"MS";"9";"Paul Jacob von Starhenberg";;;"mh";"von anderer Hand nachgetragen";;;;"10355"
"2823";"SR 184.77";"6r";"Ts";"MS";"1";"Paull Jacob von Starhenberg";;;"mh";"""steht undter den Panatieren""";"die Kommentare sind später, vermutl waren sie jedenfalls zeitweise TS";;;"10355"
"2824";"SR 184.77";"6r";"Ts";"MS";"2";"Hans Bernhart von Hoffkirchen";;;"mh";"""stehet hievor als Panathier""";"die Kommentare sind später, vermutl waren sie jedenfalls zeitweise TS";;;"12656"
"2825";"SR 184.77";"6r";"Ts";"MS";"3";"Carlo Magno von Schellendorff";;;"mh";;;;;"17717"
"2826";"SR 184.77";"6r";"Ts";"MS";"4";"Ferdinand Pangraz Gienger";;;"mh";;;;;"17369"
"2827";"SR 184.77";"6r";"Ts";"MS";"5";"Hans Zdenkho Wratislau";;;"mh";;;;;"11362"
"2828";"SR 184.77";"6r";"Ts";"MS";"6";"Gotthart Welzer";;;"mh";;;;;"13720"
"2829";"SR 184.77";"6r";"Ts";"MS";"7";"Hans Ludwig Geyman";;;"mh";"""khumbt oben under den Fürschneidern ein""";"die Kommentare sind später, vermutl waren sie jedenfalls zeitweise TS";;"1";"17449"
"2830";"SR 184.77";"6r";"Ts";"MS";"8";"Adam Felix Wagloßkhy";;;"mh";;;;;NULL
"2831";"SR 184.77";"6r";"Ts";"MS";"9";"Georg Christoff Rauber";;;"mh";;;;;NULL
"2832";"SR 184.77";"6r";"Ts";"MS";"10";"Hans Dietrich von Greiß";;;"mh";;;;;"19875"
"2833";"SR 184.77";"6v";"Hs";"MS";"1";"Andreas de Rorif";;;"mh";;;;;"17491"
"2834";"SR 184.77";"6v";"USilK";"MS";"1";"Georg von Brandeiß Freyherr";;;"mh";;;;;NULL
"2835";"SR 184.77";"6v";"USilK";"MS";"2";"Sigmund Leopoldt von Hornberg";;;"mh";;;;"1";"17078"
"2836";"SR 184.77";"7r";"H";"MS";"1";"Hans Jacob Khünig";;;"mh";"Würckhliche besolte Hoffdiener";;;;NULL
"2837";"SR 184.77";"7r";"H";"MS";"2";"Jacob Henggl";;;"mh";;;;;"17484"
"2838";"SR 184.77";"7r";"H";"MS";"3";"Aloysio Radibrati";;;"mh";;;;;"17432"
"2839";"SR 184.77";"7r";"H";"MS";"4";"Petro Armeni";;;"mh";;;;;NULL
"2840";"SR 184.77";"7r";"H";"MS";"5";"Lorenz Hüttendorffer";;;"mh";;;;;NULL
"2841";"SR 184.77";"7r";"H";"MS";"6";"David Lang";;;"mh";;;;;NULL
"2842";"SR 184.77";"7v";"H";"MS";"7";"Adam Hager";;;"mh";;;;;NULL
"2843";"SR 184.77";"7v";"H";"MS";"8";"Jacob Paur";;;"mh";;;;;"17931"
"2844";"SR 184.77";"7v";"H";"MS";"9";"Salomon Meilgraber";;;"mh";;;;;"14959"
"2845";"SR 184.77";"7v";"H";"MS";"10";"Severinus Amandus Gabelckhofer";;;"mh";;;;;"31147"
"2846";"SR 184.77";"7v";"H";"MS";"11";"Matthias Descolier";;;"mh";;;;;NULL
"2847";"SR 184.77";"7v";"H";"MS";"12";"Dionysius Kuozer";;;"mh";;;;;NULL
"2848";"SR 184.77";"7v";"H";"MS";"13";"Lorenz Haußlaib";;;"mh";;;;;"10188"
"2849";"SR 184.77";"7v";"H";"MS";"14";"Julius Hußen";;;"mh";;;;;NULL
"2850";"SR 184.77";"7v";"H";"MS";"15";"Thomas Mauß";;;"mh";;;;;"31168"
"2851";"SR 184.77";"7v";"H";"MS";"16";"Franz Gottfrid Troilo";;;"mh";;;;;"17732"
"2852";"SR 184.77";"7v";"H";"MS";"17";"Johan Chrisostomus von Schreplsberg";;;"mh";;;;;"14687"
"2853";"SR 184.77";"7v";"H";"MS";"18";"Samuel Albin";;;"mh";;;;;NULL
"2854";"SR 184.77";"7v";"H";"MS";"19";"Daminian Castilian";;;"mh";;;;;NULL
"2855";"SR 184.77";"7v";"H";"MS";"20";"Gregorius de Nicolo Raguser";;;"mh";;;;;"15679"
"2856";"SR 184.77";"7v";"H";"MS";"21";"Martin Werndel";;;"mh";;;;;NULL
"2857";"SR 184.77";"7v";"H";"MS";"22";"Adam Dorn";;;"mh";;;"Dolmetscher für die türkische Sprache";;"17469"
"2858";"SR 184.77";"7v";"H";"MS";"23";"Christoff Jacob Khuepach";;;"mh";;"http://manuscripta.at/m1/hs_detail.php?ID=29578";;;"17899"
"2859";"SR 184.77";"8r";"HVC";"MS";"1";"Hans Ludwig von Ulm";;;"mh";;;;;"10793"
"2861";"SR 184.77";"8r";"RHSek";"MS";"1";"Johann Rudolff Puecher";;;"mh";;;;;NULL
"2862";"SR 184.77";"10r";"HKaSek";"MS";"1";"Johann Polz";;;"mh";;;;;NULL
"2863";"SR 184.77";"10r";"HKaSek";"MS";"2";"Menoldus Hillebrandt beeder Rechten D(octor)";;;"mh";;;;;"14122"
"2864";"SR 184.77";"10r";"HKaSek";"MS";"3";"Wolff Märl";;;"mh";;;;;NULL
"2865";"SR 184.77";"10r";"HKaSek";"MS";"4";"Matthias Arnoldin";;;"mh";;;;;"31080"
"2866";"SR 184.77";"10r";"HKaSek";"MS";"5";"Hans Christoff Gröpper";;;"mh";;;;;NULL
"2867";"SR 184.77";"11v";"HB";"MS";"1";"Sebastian Seeauer von Seeau";;;"mh";;;;;"11323"
"2868";"SR 184.77";"12v";"HKrSek";"MS";"1";"Johan Baptista Kazenstainer";;;"mh";"Eltister Hoffkriegssecretari";;;;"19639"
"2870";"SR 184.77";"12v";"HKrSek";"MS";"2";"Wolff Springer";;;"mh";;;;;NULL
"2871";"SR 184.77";"12v";"HKrSek";"MS";"3";"Gerhart Questenberger";;;"mh";;;;;"10582"
"2872";"SR 184.77";"14r";"R";"MS";"1";"Zdenkho Adalberth Poppel Herr von Lobkhowiz";;;"mh";;;"Oberstkanzler von Böhmen";;"10132"
"2874";"SR 184.77";"14r";"R";"MS";"1";"Bohußlau von Michalo";;;"mh";;;"deutscher Vizekanzler für Böhmen";;"19245"
"2876";"SR 184.77";"14r";"HCSekCZ";"MS";"1";"Paull Michna von Wazenau";;;"mh";;;;;"10123"
"2877";"SR 184.77";"14r";"R";"MS";"0";"Paull Michna von Wazenau";;;"mh";;;;;"10123"
"2878";"SR 184.77";"14r";"HCSekBO";"MS";"2";"Johan Plateiß von Platensee";;;"mh";;;;;"17554"
"2879";"SR 184.77";"15r";"R";"MS";"1";"Georg von Schönaich Freyherr";;;"mh";;;"Hofkanzler für Schlesien und Lausitz";;"19038"
"2880";"SR 184.77";"15r";"R";"MS";"2";"Otto von Nostiz";;;"mh";;;"Appellationsrat für Schlesien und Lausitz";;"14588"
"2881";"SR 184.77";"15r";"R";"MS";"3";"Otto Melander";;;"mh";;;"Lehensrat des Königsreiches Böhmen";;"14080"
"2882";"SR 184.77";"15r";"HCSekSL";"MS";"1";"Adam Rößler";;;"mh";;;;;NULL
"2883";"SR 184.77";"16r";"HPostM";"MS";"1";"Carolo Magno";;;"mh";;;;;"17220"
"2884";"SR 184.77";"16r";"HarHM";"MS";"1";"Adam Herr von unnd zu Trautmanßdorf";;;"mh";;;;;"10389"
"2885";"SR 184.77";"17r";"TraHM";"MS";"1";"Bruno Graf von Mansfeldt";;;"mh";;;;;"10015"
"2886";"SR 184.77";"17v";"OKüM";"MS";"1";"Christoff Leyser";;;"mh";;"in: Erläutertes Evangelisches Oesterreich, Oder: Dritte und Letzte Fortsetzung   Fußnote b  Seite 366";;;NULL
"2887";"SR 184.77";"17v";"So";"MS";"2";"Johan Reinhart Hilteprandt";;;"mh";;;;;"17281"
"2888";"SR 184.77";"21r";"HZM";"MS";"1";"Joseph Nießer";;;"mh";;;;;"11502"
"2889";"SR 184.77";"21r";"HZKt";"MS";"1";"Gabriel Püchler";;;"mh";;;;;NULL
"2890";"SR 184.77";"22v";"OFalkM";"MS";"1";"Peter Paull della Grangia";;;"mh";;;;;"17335"
"2891";"SR 184.77";"22v";"HKrQM";"MS";"1";"Ernst Lamparter";;;"mh";;;;;NULL
"2892";"SR 184.77";"25v";"OK";"MS";"1";"Leonhart Helfrid von Meggau Freyherr";;;"mh";;;;"1612";"10024"
"2893";"SR 184.77";"26r";"K";"MS";"1";"Hanß von Molart";;;"mh";;;"nachgetragen";;"13124"
"2894";"SR 184.77";"26r";"K";"MS";"2";"Gilbert von Santalier";;;"mh";;;;;"13121"
"2895";"SR 184.77";"26r";"K";"MS";"3";"Ferdinand Helfrid von Meggau";;;"mh";;;;;"11657"
"2896";"SR 184.77";"26r";"K";"MS";"4";"Hans Balthasar von Hoyes";;;"mh";;;;;"10117"
"2897";"SR 184.77";"26r";"K";"MS";"5";"Alexander Rudolffi";;;"mh";;;;;"13396"
"2898";"SR 184.77";"26r";"K";"MS";"6";"Joachim Albius Graf zu Fürstenberg";;;"mh";;;;;"14390"
"2899";"SR 184.77";"26r";"K";"MS";"7";"Wilhelm Wratißlau Freyherr";;;"mh";;;;;"10370"
"2900";"SR 184.77";"26r";"K";"MS";"8";"Albrecht Wenzl Eusebius von Walstain";;;"mh";;;;;"10030"
"2901";"SR 184.77";"26r";"K";"MS";"9";"Maximilian von Trautmansdorff";;;"mh";;;"doppelte Besoldung";;"10003"
"2902";"SR 184.77";"26r";"K";"MS";"10";"Gundackher Herr von Liechtenstain";;;"mh";;;;;"10053"
"2903";"SR 184.77";"26r";"K";"MS";"11";"Burian Berkha";;;"mh";;;;;"11728"
"2904";"SR 184.77";"26r";"K";"MS";"12";"Ferdinand Castilleti Herr zu Nomi";;;"mh";;;;;"14885"
"2905";"SR 184.77";"26r";"K";"MS";"13";"Maximilian Graf zu Dietrichstain";;;"mh";;;;;"10021"
"2906";"SR 184.77";"26r";"K";"MS";"14";"Seifried Leonhard Breuner";;;"mh";"Nachgetragen mit Graphitstift";;;;"10448"
"2907";"SR 184.77";"26v";"K0";"MS";"1";"Carl von Danau";;;"mh";;;;;NULL
"2908";"SR 184.77";"26v";"K0";"MS";"2";"Friedrich von Tschernhausen";;;"mh";;;"Sterbevermerk";;"11577"
"2909";"SR 184.77";"26v";"K0";"MS";"3";"Ferdinand Castilleti Herr zu Norvi";;;"mh";;;"Besoldungsvermerk nachgetragen";;"14885"
"2910";"SR 184.77";"26v";"K0";"MS";"4";"Hans von Donau";;;"mh";;;;;NULL
"2911";"SR 184.77";"26v";"K0";"MS";"5";"Burian Berkha";;;"mh";;;"Besoldungsvermerk nachgetragen";;"11728"
"2912";"SR 184.77";"26v";"K0";"MS";"6";"Stänzl Turso Graf in Zipß";;;"mh";;;;;"12190"
"2913";"SR 184.77";"26v";"K0";"MS";"7";"Hans Georg von Heißenstain";;;"mh";;;;;"11152"
"2914";"SR 184.77";"26v";"K0";"MS";"8";"Wilhelm Wratißlau Freyherr";;;"mh";;;"Besoldungsvermerk nachgetragen";;"10370"
"2915";"SR 184.77";"26v";"K0";"MS";"9";"Rudolff Herr von Stubenberg";;;"mh";;;;;"14308"
"2916";"SR 184.77";"26v";"K0";"MS";"10";"Hans Christoff Herr von Puechamb";;;"mh";;;;;"10728"
"2917";"SR 184.77";"26v";"K0";"MS";"11";"Georg Hodizkhi";;;"mh";;;;;"17941"
"2918";"SR 184.77";"26v";"K0";"MS";"12";"Bruno Graf von Mansfeldt";;;"mh";;;;;"10015"
"2919";"SR 184.77";"26v";"K0";"MS";"13";"Christoff Thurso von Betlehemsdorff";;;"mh";;;;;"12161"
"2920";"SR 184.77";"26v";"K0";"MS";"14";"Johan Dionysi Herr von Zscherotin";;;"mh";;;;;"14611"
"2921";"SR 184.77";"26v";"K0";"MS";"15";"Seyfrid von Kollonitsch";;;"mh";;;;;"12534"
"2922";"SR 184.77";"26v";"K0";"MS";"16";"Bernhart von Puechaimb";;;"mh";;;;"1";"14379"
"2923";"SR 184.77";"26v";"K0";"MS";"17";"Carl von Harrach";;;"mh";;;;;"10113"
"2924";"SR 184.77";"26v";"K0";"MS";"18";"Carl von Tschierotin";;;"mh";;;;;"11290"
"2925";"SR 184.77";"26v";"K0";"MS";"19";"Philip Otto Wildt unnd Reingraf";;;"mh";;;;;"17098"
"2926";"SR 184.77";"26v";"K0";"MS";"20";"Ladislaus Poppl";;;"mh";;;;;"12344"
"2927";"SR 184.77";"26v";"K0";"MS";"21";"Gundacher Herr von Liechtenstain";;;"mh";;;"nachgetragen";;"10053"
"2928";"SR 184.77";"27r";"HZM";"MS";"1";"Peter Descolier";;;"mh";;;;;NULL
"2929";"SR 184.77";"27v";"Math";"MS";"1";"Johan Keppler";;;"mh";;;;;"11990"
"2930";"SR 184.77";"30r";"OStallM";"MS";"1";"Maximilian Herr von Liechtenstain";;;"mh";;;;;"10052"
"2931";"SR 182.33";"2r";"OHM";"M2";"1";"Cristof Freyherr von Eizing zu Schratenthall";;;"mh";;;;"1554";"14961"
"2932";"SR 182.33";"2r";"OHMar";"M2";"1";"Caspar von Hoberg zu Guetmanßdorf Comettur zu der Klain Ölß";;;"mh";;;;"1554";"14438"
"2933";"SR 182.33";"2v";"OK";"M2";"1";"Georg von Thun";;;"mh";;;;"1554";"12222"
"2934";"SR 182.33";"2v";"K";"M2";"1";"Peter von Molart";;;"mh";;;;"1554";"12207"
"2935";"SR 182.33";"2v";"K";"M2";"2";"Adam Schmetkowiz";;;"mh";;;;"1554";"18793"
"2936";"SR 182.33";"2v";"K";"M2";"3";"Don Hernando de Gambea";;;"mh";;;;"1554";"15089"
"2937";"SR 182.33";"2v";"K";"M2";"4";"Wradißlaus Herr von Pernstain";;;"mh";;;;"1554";"12313"
"2938";"SR 182.33";"2v";"K";"M2";"5";"Ludwig Ungnadt Freyherr zu Sonnegkh";;;"mh";;;;"1554";"13676"
"2939";"SR 182.33";"3r";"K";"M2";"6";"Berchtold von der Leib auf Crommau Behamischer Erbmarschalck";;;"mh";;;;"1554";"11945"
"2940";"SR 182.33";"3r";"K";"M2";"7";"Adam Herr von Dietrichstain";;;"mh";;;;"1554";"10264"
"2941";"SR 182.33";"3v";"Med";"M2";"1";"Johan Betta";;;"mh";;;;"1554";"17606"
"2942";"SR 182.33";"4v";"OTs";"M2";"1";"Graf Caspar zu Latron";;;"mh";;;;"1554";"13421"
"2943";"SR 182.33";"4v";"Ms";"M2";"1";"Graf Peter von Arch";;;"mh";;;;"1554";"13404"
"2944";"SR 182.33";"4v";"Ms";"M2";"2";"Marx Anthoni Spinula";;;"mh";;;;"1554";"13853"
"2945";"SR 182.33";"4v";"Ms";"M2";"3";"Don Digo Manrikho de Mentosa";;;"mh";;;;"1554";"12307"
"2946";"SR 182.33";"4v";"Ms";"M2";"4";"Hanns Herr von Khenig";;;"mh";;;;"1554";NULL
"2947";"SR 182.33";"5r";"Fs";"M2";"1";"Georg Freyherr von Herberstain";;;"mh";;;;"1554";"12661"
"2948";"SR 182.33";"5r";"Fs";"M2";"2";"Don Jheronimo de Mereoda";;;"mh";;;;"1554";NULL
"2949";"SR 182.33";"5r";"Fs";"M2";"3";"Bernhart Welzer";;;"mh";;;;"1554";NULL
"2950";"SR 182.33";"5r";"Fs";"M2";"4";"Hanns Haubiz";;;"mh";;;;"1554";NULL
"2951";"SR 182.33";"5r";"Fs";"M2";"5";"Hainrich Herr von Meseritsch";;;"mh";;;;"1554";NULL
"2952";"SR 182.33";"5r";"Pt";"M2";"1";"Anndre Herr von Puechaimb";;;"mh";;;;"1554";"11818"
"2953";"SR 182.33";"5r";"Pt";"M2";"2";"Georg Freyherr von Eyzing";;;"mh";;;;"1554";"14965"
"2954";"SR 182.33";"5r";"Pt";"M2";"3";"Hanns Proskhosky von Proßkhau";;;"mh";;;;"1554";"17848"
"2955";"SR 182.33";"5v";"Ts";"M2";"1";"Georg Schuepf";;;"mh";;;;"1554";NULL
"2956";"SR 182.33";"5v";"Ts";"M2";"2";"Johan de Verome";;;"mh";;;;"1554";NULL
"2957";"SR 182.33";"5v";"Ts";"M2";"3";"Wolf Herr von Stubenwerg";;;"mh";;;;"1554";"13211"
"2958";"SR 182.33";"5v";"Ts";"M2";"4";"Hanns Gaudenz Wotsch";;;"mh";;;;"1554";"19365"
"2959";"SR 182.33";"5v";"Ts";"M2";"5";"Don Philipo Manrikho";;;"mh";;;;"1554";"12308"
"2960";"SR 182.33";"5v";"Ts";"M2";"6";"Hanns Ludwig Spät";;;"mh";;;;"1554";"17943"
"2961";"SR 182.33";"5v";"Ts";"M2";"7";"Wolf Ernst von Wiersperg";;;"mh";;;;"1554";"13129"
"2962";"SR 182.33";"5v";"Hs";"M2";"1";"Diego Martoseinus";;;"mh";;;;"1554";NULL
"2963";"SR 182.33";"6r";"OSilK";"M2";"1";"Georg Proskosky von Prosßaw Comethur zu Grebnikh";;;"mh";;;;"1554";"17845"
"2964";"SR 182.33";"6r";"USilK";"M2";"1";"Philips von Thun";;;"mh";;;;"1554";"12220"
"2965";"SR 182.33";"6r";"HPfenM";"M2";"1";"Peter Haller";;;"mh";;;;"1554";NULL
"2966";"SR 182.33";"6v";"HCSekBO";"M2";"1";"Caspar Lindegg";;;"mh";;;;"1554";"17290"
"2967";"SR 182.33";"6v";"HCSekES";"M2";"1";"Lesmes de Mazuelo";;;"mh";;;;"1554";"15068"
"2977";"SR 182.33";"6v";"OKüM";"M2";"1";"Agapitus Volkhra zu Stainprun";;;"mh";;;;"1554";NULL
"2978";"SR 182.33";"15r";"OFalkM";"M2";"1";"Barthalome Giennger";;;"mh";;;;"1554";"17796"
"2979";"SR 182.33";"15v";"HarHM";"M2";"1";"Maximilian Herr von Polhaimb und Warttenburg";;;"mh";;;;"1554";NULL
"2980";"SR 182.33";"16r";"H3";"M2";"1";"Paull Wilhelben Herr von Zeltting";;;"mh";;;"Besoldung für 4 Pferde";"1554";"14794"
"2981";"SR 182.33";"16r";"H3";"M2";"2";"Caspar von Nidprukh der Rechten Doctor";;;"mh";;;"Besoldung für 3 Pferde";"1554";"19468"
"2982";"SR 182.33";"16v";"H3";"M2";"3";"Jhan Alphanso Costaldo";;;"mh";;;"Besoldung für 3 Pferde";"1554";"13768"
"2983";"SR 182.33";"16v";"H3";"M2";"4";"Ipolitus Palafesinus";;;"mh";;;"Besoldung für 3 Pferde";"1554";"15688"
"2984";"SR 182.33";"16v";"H2";"M2";"1";"Cristofel Lasßota von Lopnükh";;;"mh";;;;"1554";"17981"
"2985";"SR 182.33";"16v";"H2";"M2";"2";"Gallus de Campo";;;"mh";;;;"1554";NULL
"2986";"SR 182.33";"16v";"H2";"M2";"3";"Georg Logus";;;"mh";;;;"1554";NULL
"2987";"SR 182.33";"16v";"H2";"M2";"4";"Hanns Puschman";;;"mh";;;;"1554";NULL
"2988";"SR 182.33";"16v";"H2";"M2";"5";"Schillenburg";;;"mh";;;;"1554";NULL
"2989";"SR 182.33";"17r";"H1";"M2";"1";"von Papenhaimb";;;"mh";;;;"1554";"13488"
"2990";"SR 182.33";"17r";"H1";"M2";"2";"Georg Freydenreich";;;"mh";;;;"1554";NULL
"2991";"SR 182.33";"17v";"H";"M2";"1";"Don Anthonio de Cordona";;;"mh";;;;"1554";"13597"
"2992";"SR 73.122";"73v";"K";"M2";"1";"Peter von Molart";;;"mh";;;;"1562";"12207"
"2993";"SR 73.122";"73v";"K";"M2";"2";"Adam Schwetkowiz";;;"mh";;;;"1562";"18793"
"2994";"SR 73.122";"73v";"K";"M2";"3";"Bratißlaus Herr von Pernstain";;;"mh";;;;"1562";"12313"
"2995";"SR 73.122";"73v";"K";"M2";"4";"Georg Proßgoußkhi von Proßkhaw";;;"mh";;;;"1562";"17845"
"2996";"SR 73.122";"73v";"K";"M2";"5";"Ludwig Ungnad Freyherr";;;"mh";;;;"1562";"13676"
"2997";"SR 73.122";"73v";"K";"M2";"6";"Rudolff Khüen von Belasy";;;"mh";;;;"1562";"10087"
"2998";"SR 73.122";"73v";"K";"M2";"7";"Better Herr von Rosenberg";;;"mh";;;;"1562";"11260"
"2999";"SR 73.122";"73v";"K";"M2";"8";"Philipß von Thun";;;"mh";;;;"1562";"12220"
"3001";"HZAB 30";"517r";"E";"M2";"1";"Quidon von Lussoy";;"1576";"mh";;;;;"14209"
"3002";"HZAB 30";"517r";"E";"R2";"1";"Hannß Sigmundt von Greiß zum Waldt";;"1576";"mh";;;;;"17596"
"3003";"HZAB 30";"517v";"E";"R2";"1";"Adam Besß";;"1576";"mh";;;;;"14493"
"3004";"HZAB 30";"517v";"E";"R2";"1";"Franzen Dersfy";;"1576";"mh";;;;;"12919"
"3005";"HZAB 30";"517v";"E";"R2";"1";"Seyfrid Tatten";;"1576";"mh";;;;;NULL
"3006";"HZAB 30";"517v";"E";"R2";"1";"Niclaßen Berzey";;"1576";"mh";;;;;NULL
"3007";"HZAB 30";"517v";"E";"R2";"1";"Friderich von Rödern";;"1576";"mh";;;;;NULL
"3008";"HZAB 30";"517v";"E";"R2";"1";"Sigmund Smirzizkhy";;"1576";"mh";;;;;"17706"
"3009";"HZAB 30";"517v";"E";"R2";"1";"Carl Teüfl Freyherr";;"1576";"mh";;;;;"13730"
"3010";"HZAB 30";"517v";"E";"R2";"1";"Michael Horwat";;"1576";"mh";;;;;NULL
"3011";"HZAB 30";"517v";"E";"R2";"1";"Albrecht der Jünger von Freedentall";;"1576";"mh";;;;;"10423"
"3012";"HZAB 30";"517v";"E";"R2";"1";"Georg Pükler";;"1576";"mh";;;;;NULL
"3013";"HZAB 30";"517v";"E";"R2";"1";"Niclas Olsinzkhy";;"1576";"mh";;;;;"15794"
"3014";"HZAB 31";"528v";"E";"R2";"1";"Georgen Draskhy";;"1577";"mh";;;;;"11214"
"3015";"HZAB 31";"528v";"E";"R2";"1";"Pangrazen von Mengerßdorf";;"1577";"mh";;;;;"16949"
"3016";"HZAB 32";"418v";"E";"R2";"1";"Bovelacien Grafen von Serego";;"1581";"mh";;;;;"15671"
"3017";"HZAB 32";"418v";"E";"R2";"1";"Johaneßen von Khollobrath";;"1581";"mh";;;;;"10760"
"3018";"HZAB 32";"418v";"E";"R2";"1";"Ferdinandt Vicout";;"1581";"mh";;;;;NULL
"3019";"HZAB 32";"418v";"E";"R2";"1";"Juliußen Cauriano";;"1581";"mh";;;;;NULL
"3020";"HZAB 32";"418v";"E";"R2";"1";"Emericußenn Maitini";;"1581";"mh";;;;;NULL
"3021";"HZAB 33";"311r";"E";"R2";"1";"Johann Babtista Coloredo";;"1582";"mh";;;;;NULL
"3022";"HZAB 33";"311r";"E";"R2";"1";"Franciscen Gonsago";;"1582";"mh";;;;;NULL
"3023";"HZAB 33";"311r";"E";"R2";"1";"Alexandern Consago";;"1582";"mh";;;;;NULL
"3025";"HZAB 35";"?";"E";"R2";"1";"Wilhalmb Francisc Markheß de Mala Spino";;"1584";"mh";;;;;"13304"
"3026";"HZAB 35";"?";"E";"R2";"1";"Melchiorn Donath";;"1584";"mh";;;;;"17586"
"3027";"HZAB 35";"?";"E";"R2";"1";"Joachimb Burggraffen von Thona";;"1584";"mh";;;;;NULL
"3028";"HZAB 35";"?";"E";"R2";"1";"Matheßen Leopoldt Poppel";;"1584";"mh";;;;;NULL
"3029";"HZAB 36";"483r";"E";"R2";"1";"Hieronimuß Pallavizino";;"1585";"mh";;;;;"15689"
"3030";"HZAB 36";"483v";"E";"R2";"1";"Scipio Graf de Gambara";;"1585";"mh";;;;;NULL
"3031";"HZAB 37";"302r";"E";"R2";"1";"Octavien Strusso";;"1586";"mh";;;;;NULL
"3032";"HZAB 37";"302r";"E";"R2";"1";"Juli Cesarn Straßoldo";;"1586";"mh";;;;;NULL
"3033";"HZAB 38";"245r";"E";"R2";"1";"Andreasen Luyniskhy";;"1587";"mh";;;;;NULL
"3034";"HZAB 39";"451r";"E";"R2";"1";"Hans Grafen von Serin";;"1588";"mh";;;;;"12909"
"3035";"HZAB 39";"451r";"E";"R2";"1";"Ferdinandt Gabrieln von Madrutsch";;"1588";"mh";;;;;"12287"
"3036";"HZAB 39";"451r";"E";"R2";"1";"Dionisien Lzierinn";;"1588";"mh";;;;;NULL
"3037";"HZAB 39";"451r";"E";"R2";"1";"Adamen von Waldtstein";;"1588";"mh";;;;;"10041"
"3038";"HZAB 39";"451r";"E";"R2";"1";"Wilhelmbmen Has";;"1588";"mh";;;;;NULL
"3039";"HZAB 39";"451r";"E";"R2";"1";"Hieronimen Colloredo";;"1588";"mh";;;;;"12585"
"3040";"HZAB 40";"584v";"E";"R2";"1";"Maximilian de Lennß";;"1589";"mh";;;;;NULL
"3041";"HZAB 40";"584v";"E";"R2";"1";"Hannßen Trauttson Freiherrn";;"1589";"mh";;;;;"12243"
"3042";"HZAB 41";"508r";"E";"R2";"1";"Hieronimen Bissaro";;"1590";"mh";;;;;NULL
"3043";"HZAB 41";"508r";"E";"R2";"1";"Hainrichen Lybstenßkhi von Khollowrath";;"1590";"mh";;;;;"10498"
"3044";"HZAB 41";"508r";"E";"R2";"1";"Carln Fillinger";;"1590";"mh";;;;;"17473"
"3045";"HZAB 42";"253v";"E";"R2";"1";"Christoffen Schlußkha";;"1591";"mh";;;;;NULL
"3046";"HZAB 42";"253v";"E";"R2";"1";"Osßwalden Trappel";;"1591";"mh";;;;;NULL
"3047";"HZAB 43";"518r";"E";"R2";"1";"Joachimben Graffen von Bassau";;"1592";"mh";;;;;"11573"
"3048";"HZAB 43";"518r";"E";"R2";"1";"Jhan Poppl von Lobkhowiz";;"1592";"mh";;;;;NULL
"3049";"HZAB 43";"518r";"E";"R2";"1";"Solzzo Bardi";;"1592";"mh";;;;;NULL
"3050";"HZAB 43";"518r";"E";"R2";"1";"Johan Vicenzen Graffen von Arch";;"1592";"mh";;;;;"13391"
"3051";"HZAB 43";"518r";"E";"R2";"1";"Hipolitho Graffen von Cassoldo";;"1592";"mh";;;;;"15726"
"3052";"HZAB 43";"518r";"E";"R2";"1";"Hanß Albrechten von Walstain";;"1592";"mh";;;;;"17809"
"3053";"HZAB 43";"518r";"E";"R2";"1";"Anthonien Spauer";;"1592";"mh";;;;;"12296"
"3054";"HZAB 43";"518v";"E";"R2";"1";"Steffan Carretto Graffen Milisimo";;"1592";"mh";;;;;"10482"
"3055";"HZAB 44";"393r";"E";"R2";"1";"Detialnagio";;"1593";"mh";;;;;"13365"
