"1","10002"
"2","10002"
"3","10003"
"4","10003"
"5","10021"
"6","10021"
"7","10004"
"8","10004"
"9","10002"
"10","10009"
"11","10022"
"12","10016"
"13","10024"
"14","10026"
"15","10037"
"16","10023"
"17","10049"
"18","10047"
"19","10046"
"20","10039"
"21","10005"
"22","10041"
"23","10053"
"24","10121"
"25","10043"
"26","10044"
"27","10011"
"28","10122"
"29","10048"
"30","10076"
"31","10058"
"32","10031"
"33","10019"
"34","10077"
"35","10093"
"36","10165"
"38","10045"
"39","10124"
"40","10078"
"41","10095"
"42","10146"
"43","10027"
"44","10169"
"45","10091"
"46","10168"
"47","10083"
"48","10155"
"50","10148"
"52","10167"
"53","10140"
"55","10171"
"56","10172"
"58","10122"
"60","10155"
"61","10152"
"63","10174"
"64","10151"
"66","10176"
"68","10125"
"69","10179"
"71","10167"
"72","10181"
"74","10182"
"76","10183"
"78","10025"
"79","10140"
"81","10184"
"82","10171"
"84","10186"
"86","10164"
"88","10187"
"90","10180"
"92","10185"
"94","10061"
"96","19840"
"98","10189"
"99","10191"
"100","10192"
"102","10066"
"103","10195"
"104","10201"
"105","10205"
"107","10207"
"108","10208"
"110","10324"
"111","10486"
"112","10455"
"113","10491"
"114","10388"
"116","10751"
"117","10576"
"118","10797"
"119","10566"
"120","10183"
"121","10997"
"122","10359"
"123","10727"
"124","10638"
"126","10691"
"127","10639"
"128","10643"
"130","10434"
"131","10172"
"133","10648"
"134","10649"
"135","20692"
"136","10541"
"137","11009"
"138","10156"
"139","10632"
"140","10552"
"142","10723"
"143","10206"
"145","10664"
"146","10659"
"147","10166"
"148","10852"
"149","10462"
"150","10858"
"151","10379"
"152","19579"
"153","11002"
"154","10549"
"155","10828"
"156","12029"
"157","10092"
"158","10063"
"159","10426"
"160","10745"
"161","10432"
"162","10361"
"163","10183"
"165","11048"
"166","11049"
"167","10025"
"169","10140"
"171","10184"
"173","10486"
"175","10456"
"176","10191"
"178","10327"
"180","10204"
"182","10849"
"183","10328"
"184","11083"
"185","20692"
"187","10865"
"188","10633"
"189","10382"
"190","12033"
"191","10151"
"193","10417"
"194","10811"
"195","10546"
"196","10365"
"197","11115"
"198","13101"
"199","13063"
"200","14095"
"201","11048"
"202","10171"
"204","10807"
"205","11002"
"207","10553"
"208","13107"
"209","11047"
"210","11049"
"212","10396"
"213","17243"
"214","12104"
"215","12105"
"216","10935"
"217","10928"
"218","12107"
"219","11124"
"220","10025"
"222","11046"
"223","10693"
"224","14094"
"225","19449"
"226","10929"
"227","10486"
"229","10461"
"230","10381"
"231","10191"
"233","11524"
"234","10327"
"236","10065"
"237","19840"
"239","10545"
"240","12106"
"241","13034"
"242","10648"
"244","12108"
"245","31571"
"246","15476"
"247","12123"
"248","17619"
"249","11503"
"250","10939"
"251","11343"
"252","10359"
"254","10751"
"255","10536"
"256","13077"
"257","14092"
"258","10412"
"259","11140"
"260","10537"
"261","19182"
"262","10780"
"263","10425"
"264","10865"
"266","10852"
"268","10409"
"270","11135"
"271","10325"
"272","10962"
"273","11218"
"274","13256"
"275","10620"
"276","10968"
"277","10382"
"278","12034"
"279","10859"
"280","14097"
"281","12127"
"282","11128"
"283","11091"
"284","12126"
"285","11159"
"286","10906"
"288","11089"
"289","10799"
"290","10855"
"291","10729"
"293","11303"
"294","10926"
"295","14099"
"296","19248"
"297","14893"
"298","15676"
"299","10176"
"301","10182"
"303","10180"
"305","10186"
"307","10327"
"308","10895"
"309","10409"
"310","10484"
"311","10186"
"312","10076"
"313","10031"
"314","10078"
"315","11146"
"316","10211"
"317","10627"
"318","12526"
"319","11149"
"320","11064"
"321","13028"
"322","11160"
"323","10901"
"324","10256"
"325","10121"
"326","10076"
"327","10028"
"328","10062"
"329","10007"
"330","10122"
"331","10057"
"332","10084"
"334","12135"
"335","12502"
"336","10045"
"337","10538"
"338","10093"
"339","10136"
"340","10145"
"341","10255"
"342","10369"
"343","10197"
"344","10008"
"345","10176"
"346","11505"
"347","10155"
"348","10064"
"349","10158"
"350","10492"
"351","10148"
"352","10604"
"353","12165"
"354","13037"
"355","10027"
"356","10221"
"357","10015"
"358","10125"
"359","10096"
"360","10164"
"361","10177"
"362","10182"
"363","10058"
"364","10187"
"365","11142"
"366","10440"
"367","10165"
"368","10129"
"369","11087"
"370","10383"
"371","10061"
"372","10204"
"373","10077"
"374","10921"
"375","10199"
"376","10180"
"377","10845"
"378","10356"
"379","10185"
"380","10384"
"381","10888"
"382","10381"
"383","10157"
"384","10690"
"385","10491"
"386","10198"
"387","13029"
"388","10722"
"389","10124"
"390","10915"
"391","10069"
"392","10455"
"393","10203"
"394","12058"
"395","10059"
"396","10174"
"397","10186"
"398","12024"
"399","13071"
"400","10519"
"401","10973"
"402","10149"
"403","10181"
"404","10168"
"405","10195"
"406","10207"
"407","10981"
"408","10899"
"409","10937"
"410","10193"
"411","10208"
"412","10851"
"413","10388"
"414","10192"
"415","10154"
"416","14102"
"417","10036"
"418","10668"
"419","11083"
"420","12202"
"421","10638"
"422","12005"
"423","10397"
"424","10085"
"425","10820"
"426","10725"
"427","10205"
"428","10536"
"429","12038"
"430","10833"
"431","10904"
"432","10836"
"433","10140"
"434","10898"
"435","10643"
"436","10936"
"437","10159"
"438","10605"
"439","14685"
"440","14076"
"441","19840"
"442","10434"
"443","13253"
"444","10178"
"445","12148"
"446","10988"
"447","10120"
"448","10541"
"449","12008"
"450","10142"
"451","10095"
"452","10504"
"453","10350"
"454","12058"
"455","11048"
"456","10156"
"457","11011"
"458","14046"
"459","12128"
"460","10671"
"461","10552"
"462","10555"
"463","10849"
