NULL,NULL,,,,,,,,,,,,,,,,
NULL,NULL,,"Breslau:Dom",,,,,,,,,,,,,,
NULL,NULL,,"Breslau:Elisabethkirche",,,,,,,,,,,,,,
"49.5576","13.9561",,"Bresnitz",,,,,,,,,,,,,,
"50.8638","17.4665",,"Brieg",,,,,,,,,,,,,,
NULL,NULL,,"Brighton",,,,,,,,,,,,,,
"46.7150","11.6556","it","Brixen am Eisack",,,,,"Bresanona","Bressanone",,,,,,,,
NULL,NULL,,"Brixen am Eisack:Dom",,,,,,,,,,,,,,
"49.0246","17.6464",,"Brod an der Olsawa",,,,,,,,,"Uherský Brod",,"Magyarbród",,,"Ungarisch Brod"
"49.6069","15.5794","cs","Brod an der Sasau",,,,,,,,,"Havlíčkův Brod","Německý Brod",,,,"Deutschbrod"
"50.4544","14.1473",,"Brozany an der Eger",,,,,,,,,,,,,,
"50.4820","2.5454",,"Bruay in Artesien",,,"Bruay en Artois",,,,,,,,,,,
"49.1289","8.5980",,"Bruchsal",,,,,,,,,,,,,,
NULL,NULL,,"Bruchsal:Peterskirche",,,,,,,,,,,,,,
NULL,NULL,,"Bruck an der Amper",,,,,,,,,,,,,,
"48.3280","13.7725",,"Bruck an der Aschach",,,,,,,,,,,,,,
"46.8322","12.7489",,"Bruck an der Isel",,,,,,,,,,,,,,
"48.0255","16.7790",,"Bruck an der Leitha",,,,,,,,,,,"Lajtabruck",,,
NULL,NULL,,"Bruck an der Leitha:Augustinerkirche",,,,,,,,,,,,,,
"47.4105","15.2687",,"Bruck an der Mur",,,,,,,,,,,,,,
NULL,NULL,,"Bruck an der Mur:Minoritenkirche",,,,,,,,,,,,,,
"48.8413","16.0579",,"Bruck an der Thaya",,,,,,,,,,,,,,
NULL,NULL,,"Bruck an der Thaya:Wenzelskirche",,,,,,,,,,,,,,
"51.2087","3.2244",,"Brügge","Brugae","Bruges","Bruges","Brugge","Brujas",,,"Brugia",,,,,,
"44.9987","15.1313",,"Bründl in der Lika",,,,,,,,,,,,,"Brinje",
"48.1072","16.2839",,"Brunn am Gebirge",,,,,,,,,,,,,,
"49.1941","16.6080","cs","Brünn in Mähren",,,,,,,,,"Brno",,,,,
NULL,NULL,,"Brünn in Mähren:Dominikanerkirche",,,,,,,,,,,,,,
NULL,NULL,,"Brünn in Mähren:Jakobskirche",,,,,,,,,,,,,,
NULL,NULL,,"Brünn in Mähren:Minoritenkloster",,,,,,,,,,,,,,
"50.8467","4.3525",,"Brüssel","Bruxellae","Brussels","Bruxelles","Brussel","Bruselas",,,"Bruksela",,,"Brüsszel",,,
NULL,NULL,,"Brüssel:Kapellenkirche",,,,,,,,,,,,,,
NULL,NULL,,"Brüssel:Karmelitenkirche",,,,,,,,,,,,,,
NULL,NULL,,"Brüssel:Kathedrale",,,,,,,,,,,,,,
NULL,NULL,,"Brüssel:Sandkirche",,,,,,,,,,,,,,
NULL,NULL,,"Buchau am Federsee",,,,,,,,,,,,,,
NULL,NULL,,"Buchberg am Kamp",,,,,,,,,,,,,,
